"Title","PublicationDate","Year"
"syphilis and hiv infection","1990 Jan",1990
"absence of hiv 2 and htlv i infection in prostitutes","1990 Jan",1990
"comparison of a competitive enzyme immunoassay with western blot in the detection of anti hiv 1","1990 Jan",1990
"search for antibodies against human immunodeficiency virus type 2 hiv 2 in a sample of parenteral drug addicts ivda","1990 Jan",1990
"ethical considerations in testing victims of sexual abuse for hiv infection","1990",1990
"ocular toxoplasmosis in aids patients","1990",1990
"stimulation of ifn alpha production in hla dr light density peripheral blood mononuclear cells by human immunodeficiency virus","1990",1990
"the detection of viral antigens and ribosomal rna in cells by using low temperature media","1990",1990
"substance misuse and hiv aids risks among delinquents a prevention challenge","1990-1991",1990
"preventive interventions for children at risk introduction","1990-1991",1990
"hiv infection control in health care settings","1990",1990
"aids acquired immunodeficiency syndrome","1990",1990
"drug assisted rehabilitation of hiv infected drug dependent prostitutes","1990",1990
"drug substitution in treatment of substance dependence in general practice","1990",1990
"dimensions of the challenge introduced by hiv and aids","1990",1990
"nutritional disorders in hiv disease","1990",1990
"alexithymia and acquired immune deficiency syndrome","1990",1990
"protecting adolescents from aids","1990 Winter",1990
"federal policy and adolescent aids","1990 Winter",1990
"school based primary prevention what is an effective program","1990 Winter",1990
"risk factors for aids among adolescents","1990 Winter",1990
"adolescents aids risk taking a rational choice perspective","1990 Winter",1990
"cytokine regulation of hiv expression","1990 Winter",1990
"effect of a national campaign on attitudes toward aids","1990",1990
"preliminary evaluation of reality a condom for women","1990",1990
"behavioural change in injecting drug users evaluation of an hiv aids education programme","1990",1990
"health knowledge and beliefs as predictors of intended condom use among zimbabwean adolescents in probation remand homes","1990",1990
"screening for hiv in pregnant women a study of maternal opinion","1990",1990
"social acceptability of hiv screening among pregnant women","1990",1990
"early intervention and rehabilitation factors influencing outcome","1990",1990
"tinnitus and disability with ageing adaptation and management","1990",1990
"inhibition of lymphokine activated killer activity during hiv infection role of hiv 1 gp41 synthetic peptides","1990",1990
"neuropsychological sequelae of brain tumors","1990",1990
"integrated aids management","1990",1990
"effects of counselling on knowledge about hiv 1 among transfusion recipients and their partners transfusion safety study group","1990",1990
"developing care in the community gps and the hiv epidemic","1990",1990
"adolescents sex and injecting drug use risks for hiv infection","1990",1990
"response to alcohol sex and aids","1990",1990
"detection of hiv antibodies among prisoners from penitentiary units within the district penal institutions in cracow","1990",1990
"hiv 1 infection in blood donors and blood recipients","1990",1990
"approaches to hiv counselling in a zambian rural community","1990",1990
"impact of aids mortality on children s education in kampala uganda","1990",1990
"hiv prevention current health promoting behaviour models for understanding psycho social determinants of condom use","1990",1990
"complacency risk perception and the problem of hiv education","1990",1990
"attitudes knowledge experience and behaviour related to hiv and aids among zimbabwean social workers","1990",1990
"hiv infection and dental care views and experiences among hiv seropositive patients","1990",1990
"impact of community based groups to help persons reduce hiv infection risk behaviours","1990",1990
"ethnographic study of hiv related risk practices among glasgow rent boys and their clients report of a pilot study","1990",1990
"high frequency of memory and effector gag specific cytotoxic t lymphocytes in hiv seropositive individuals","1990",1990
"pathogenesis and treatment of hiv related immune thrombocytopenia","1990",1990
"predictors of hiv disease progression","1990",1990
"cryptococcal disease in aids","1990",1990
"epidemiologic trends of aids in the united states in the context of the 1987 revision of the case definition","1990",1990
"black on class and mortality theory method and history","1990",1990
"antibodies against retroviral core proteins in relation to disease outcome in patients with mycosis fungoides","1990",1990
"zidovudine treatment for anti hiv positive haemophiliacs","1990",1990
"double blind trial of bestatin in hiv positive patients","1990",1990
"white swans black ravens and lame ducks necessary and sufficient causes in epidemiology","1990 Jan",1990
"married men and same sex activity a field study on hiv risk among men who do not identify as gay or bisexual","1990 Winter",1990
"platelet activating factor activates hiv promoter in transfected sh sy5y neuroblastoma cells and molt 4 t lymphocytes","1990",1990
"fungal infections in hiv patients","1990",1990
"biochemical pharmacology of acyclic nucleotide analogues","1990",1990
"evidence for hiv 1 infection in rabbits a possible model for aids","1990",1990
"ribozymes as therapies for aids","1990",1990
"early events of hiv infection as targets for antiviral agents","1990",1990
"anti hiv effects of cd4 pseudomonas exotoxin on human lymphocyte and monocyte macrophage cell lines","1990",1990
"peptides derived from the cdr3 homologous domain of the cd4 molecule are specific inhibitors of hiv 1 and siv infection virus induced cell fusion and postinfection viral transmission in vitro implications for the design of small peptide anti hiv therapeutic agents","1990",1990
"genetic analysis of the hiv envelope binding domain on cd4","1990",1990
"aids risk in the chronically mentally ill clinical strategies for prevention","1990 Winter",1990
"many faces of aids opportunities for intervention","1990 Winter",1990
"substance abuse and aids the need for mental health services","1990 Winter",1990
"epidemic of human immunodeficiency virus hiv infection","1990 Winter",1990
"disseminated annular granuloma in a patient with scabies","1990",1990
"treatment of fungal infections in patients infected with the human immunodeficiency virus","1990",1990
"comparative study of clinical symptom and sign in oral cavity of the drug abused patients with hiv blood positive aids","1990 Jan-Feb",1990
"aids and dentistry in australia knowledge infection control practices and attitudes to treatment in a random sample of australian dentists","1990",1990
"background and current status of bioethics in columbia","1990",1990
"current bioethics trends in canada","1990",1990
"association of transfusion with postoperative bacterial infection","1990",1990
"immunology in aids in 1990","1990",1990
"tanzania national tuberculosis leprosy programme in the face of hiv infection","1990-1991",1990
"bcg in subjects infected with hiv","1990-1991",1990
"immunology of hiv infection","1990",1990
"evidence for susceptibility of intrathymic t cell precursors to human immunodeficiency virus infection a mechanism for t4 cd4 lymphocyte depletion","1990",1990
"importance of diagnostic procedures to ensure quality of health care in geriatric medicine examples from recent studies","1990",1990
"management and early treatment of patients infected with hiv synthesis of recommendations of an expert group convened by the french minister of solidarit sant et protection sociale","1990",1990
